iteracion cada-> 6 documents
->>>>IterationNumber<<<<--- : 6
DFA->2
NFA->2
Creation time    DFA->2799906 NFA->1219256
Browsing->(306/1000)   DFA->1201 NFA->5403
Browsing->(307/1000)   DFA->9305 NFA->5403
Browsing->(308/1000)   DFA->1501 NFA->4803
Browsing->(309/1000)   DFA->1501 NFA->5102
Browsing->(310/1000)   DFA->1501 NFA->5703
Browsing->(311/1000)   DFA->1501 NFA->4803
Browsing->(312/1000)   DFA->2101 NFA->5403
Browsing->(313/1000)   DFA->1501 NFA->5403
Browsing->(314/1000)   DFA->1501 NFA->4803
Browsing->(315/1000)   DFA->1500 NFA->4803
Browsing->(316/1000)   DFA->1501 NFA->4803
Browsing->(317/1000)   DFA->1501 NFA->5102
Browsing->(318/1000)   DFA->1500 NFA->4802
Browsing->(319/1000)   DFA->3602 NFA->5703
Browsing->(320/1000)   DFA->1501 NFA->4803
Browsing->(321/1000)   DFA->1201 NFA->5103
Browsing->(322/1000)   DFA->1501 NFA->4803
Browsing->(323/1000)   DFA->1501 NFA->6904
Browsing->(324/1000)   DFA->1501 NFA->6003
Browsing->(325/1000)   DFA->1500 NFA->6604
Browsing->(326/1000)   DFA->1500 NFA->4802
Browsing->(327/1000)   DFA->1501 NFA->6004
Browsing->(328/1000)   DFA->1501 NFA->5102
Browsing->(329/1000)   DFA->1501 NFA->4803
Browsing->(330/1000)   DFA->1500 NFA->4803
Browsing->(331/1000)   DFA->1501 NFA->4803
Browsing->(332/1000)   DFA->2701 NFA->4803
Browsing->(333/1000)   DFA->1501 NFA->4502
Browsing->(334/1000)   DFA->1501 NFA->4803
Browsing->(335/1000)   DFA->1501 NFA->5403
Browsing->(336/1000)   DFA->5703 NFA->6004
Browsing->(337/1000)   DFA->9305 NFA->5103
Browsing->(338/1000)   DFA->1801 NFA->5704
Browsing->(339/1000)   DFA->1501 NFA->4503
Browsing->(340/1000)   DFA->1801 NFA->5102
Browsing->(341/1000)   DFA->1501 NFA->12307
Browsing->(342/1000)   DFA->1501 NFA->4802
Browsing->(343/1000)   DFA->1501 NFA->4502
Browsing->(344/1000)   DFA->1201 NFA->5102
Browsing->(345/1000)   DFA->1501 NFA->4503
Browsing->(346/1000)   DFA->1201 NFA->7804
Browsing->(347/1000)   DFA->1501 NFA->4202
Browsing->(348/1000)   DFA->1201 NFA->5703
Browsing->(349/1000)   DFA->1501 NFA->4202
Browsing->(350/1000)   DFA->1201 NFA->5703
Browsing->(351/1000)   DFA->1501 NFA->4803
Browsing->(352/1000)   DFA->1801 NFA->6004
Browsing->(353/1000)   DFA->1801 NFA->5403
Browsing->(354/1000)   DFA->1500 NFA->3302
Browsing->(355/1000)   DFA->900 NFA->3002
Browsing->(356/1000)   DFA->900 NFA->3001
Browsing->(357/1000)   DFA->900 NFA->3002
Browsing->(358/1000)   DFA->900 NFA->3001
Browsing->(359/1000)   DFA->2101 NFA->3302
Browsing->(360/1000)   DFA->901 NFA->3602
Browsing->(361/1000)   DFA->1200 NFA->14108
Browsing->(362/1000)   DFA->1501 NFA->3601
Browsing->(363/1000)   DFA->900 NFA->14708
Browsing->(364/1000)   DFA->1200 NFA->3002
Browsing->(365/1000)   DFA->901 NFA->2701
Browsing->(366/1000)   DFA->901 NFA->3002
Browsing->(367/1000)   DFA->900 NFA->2701
Browsing->(368/1000)   DFA->601 NFA->3002
Browsing->(369/1000)   DFA->900 NFA->3001
Browsing->(370/1000)   DFA->901 NFA->3002
Browsing->(371/1000)   DFA->900 NFA->2701
Browsing->(372/1000)   DFA->600 NFA->3902
Browsing->(373/1000)   DFA->900 NFA->2702
Browsing->(374/1000)   DFA->901 NFA->3902
Browsing->(375/1000)   DFA->901 NFA->3002
Browsing->(376/1000)   DFA->901 NFA->4203
Browsing->(377/1000)   DFA->900 NFA->3302
Browsing->(378/1000)   DFA->900 NFA->3001
Browsing->(379/1000)   DFA->901 NFA->3002
Browsing->(380/1000)   DFA->8704 NFA->3002
Browsing->(381/1000)   DFA->1201 NFA->3002
