->>>>IterationNumber<<<<--- : 10
DFA->11
NFA->6
Creation time    DFA->5160975 NFA->1957953
Browsing->(258/1000)   DFA->15308 NFA->80444
Browsing->(259/1000)   DFA->15309 NFA->71138
Browsing->(260/1000)   DFA->14407 NFA->64835
Browsing->(261/1000)   DFA->21012 NFA->111359
Browsing->(262/1000)   DFA->20411 NFA->98153
Browsing->(263/1000)   DFA->14708 NFA->80744
Browsing->(264/1000)   DFA->14408 NFA->69936
Browsing->(265/1000)   DFA->17109 NFA->67537
Browsing->(266/1000)   DFA->25513 NFA->73540
Browsing->(267/1000)   DFA->24914 NFA->128168
Browsing->(268/1000)   DFA->15009 NFA->71139
Browsing->(269/1000)   DFA->20411 NFA->96651
Browsing->(270/1000)   DFA->21011 NFA->103254
Browsing->(271/1000)   DFA->10506 NFA->42923
Browsing->(272/1000)   DFA->14708 NFA->69038
Browsing->(273/1000)   DFA->14708 NFA->67236
Browsing->(274/1000)   DFA->14107 NFA->67236
Browsing->(275/1000)   DFA->20411 NFA->98152
Browsing->(276/1000)   DFA->21612 NFA->70838
Browsing->(277/1000)   DFA->20111 NFA->100555
Browsing->(278/1000)   DFA->19811 NFA->98153
Browsing->(279/1000)   DFA->19810 NFA->4087897
Browsing->(280/1000)   DFA->26416 NFA->108359
Browsing->(281/1000)   DFA->16209 NFA->72940
Browsing->(282/1000)   DFA->25213 NFA->113761
Browsing->(283/1000)   DFA->37521 NFA->133571
Browsing->(284/1000)   DFA->22813 NFA->88247
Browsing->(285/1000)   DFA->23713 NFA->125167
Browsing->(286/1000)   DFA->14409 NFA->78341
Browsing->(287/1000)   DFA->15009 NFA->67836
Browsing->(288/1000)   DFA->20711 NFA->165087
Browsing->(289/1000)   DFA->26415 NFA->107756
Browsing->(290/1000)   DFA->15309 NFA->97553
Browsing->(291/1000)   DFA->22513 NFA->107457
Browsing->(292/1000)   DFA->24612 NFA->129069
Browsing->(293/1000)   DFA->32417 NFA->113159
Browsing->(294/1000)   DFA->21311 NFA->102056
Browsing->(295/1000)   DFA->26714 NFA->97251
Browsing->(296/1000)   DFA->15008 NFA->70838
Browsing->(297/1000)   DFA->16210 NFA->71738
Browsing->(298/1000)   DFA->20411 NFA->97852
Browsing->(299/1000)   DFA->21011 NFA->100855
Browsing->(300/1000)   DFA->20711 NFA->96952
Browsing->(301/1000)   DFA->14708 NFA->69638
Browsing->(302/1000)   DFA->19809 NFA->99953
Browsing->(303/1000)   DFA->19810 NFA->96354
Browsing->(304/1000)   DFA->21313 NFA->98452
Browsing->(305/1000)   DFA->20111 NFA->95152
Browsing->(306/1000)   DFA->20711 NFA->97852
Browsing->(307/1000)   DFA->14408 NFA->68436
Browsing->(308/1000)   DFA->14708 NFA->67836
Browsing->(309/1000)   DFA->14708 NFA->67536
Browsing->(310/1000)   DFA->14408 NFA->66035
Browsing->(311/1000)   DFA->18911 NFA->68737
Browsing->(312/1000)   DFA->15609 NFA->74140
Browsing->(313/1000)   DFA->35119 NFA->118263
Browsing->(314/1000)   DFA->20711 NFA->98453
Browsing->(315/1000)   DFA->15308 NFA->72640
Browsing->(316/1000)   DFA->20410 NFA->96952
Browsing->(317/1000)   DFA->25214 NFA->98754
Browsing->(318/1000)   DFA->20412 NFA->96353
Browsing->(319/1000)   DFA->25214 NFA->67536
Browsing->(320/1000)   DFA->20111 NFA->128770
Browsing->(321/1000)   DFA->20711 NFA->96351
Browsing->(322/1000)   DFA->9906 NFA->43523
Browsing->(323/1000)   DFA->20112 NFA->100252
Browsing->(324/1000)   DFA->19511 NFA->95151
Browsing->(325/1000)   DFA->21013 NFA->104456
Browsing->(326/1000)   DFA->19811 NFA->96350
Browsing->(327/1000)   DFA->10205 NFA->42923
